institution_code,program_code,derived_group_code,derived_group_name,group_type,base_group_code,required_credits,required_course_count,include_course_codes,exclude_course_codes,notes,source,include_subject_codes
BMCC,MAT_AS,MAT_AS_CREATIVE,Creative Expression - Mathematics options,flexible_core,FC_CREATIVE,3,1,,SPE 100|SPE 102,Second Creative Expression course; SPE 100 or SPE 102 already satisfies the speech requirement.,https://www.bmcc.cuny.edu/academics/departments/math/mathematics-program/
BMCC,MAT_AS,MAT_AS_LIFE_PHYSICAL,Life and Physical Sciences - Mathematics options,common_core,RC_LIFE_PHYSICAL,4,1,BIO 210|CHE 201|PHY 210|PHY 215,,Mathematics A.S. restricts the first laboratory science to these four options.,https://www.bmcc.cuny.edu/academics/departments/math/mathematics-program/
BMCC,MAT_AS,MAT_AS_SCIENTIFIC_WORLD,Scientific World - Mathematics options,flexible_core,FC_SCIENTIFIC_WORLD,4,1,BIO 220|CHE 202|CSC 110|CSC 111|PHY 220|PHY 225,,Mathematics A.S. restricts this category to the listed follow-up science or programming courses.,https://www.bmcc.cuny.edu/academics/departments/math/mathematics-program/
BMCC,BTE_AS,BTE_AS_MATH_QUANT,Mathematical and Quantitative Reasoning - Biotechnology Science,common_core,RC_MATH_QUANT,4,1,MAT 206,,Biotechnology Science requires MAT 206 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/biotechnology-science/
BMCC,BTE_AS,BTE_AS_LIFE_PHYSICAL,Life and Physical Sciences - Biotechnology Science,common_core,RC_LIFE_PHYSICAL,5,1,CHE 230,,Biotechnology Science requires CHE 230 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/biotechnology-science/
BMCC,ESC_AS,ESC_AS_MATH_QUANT,Mathematical and Quantitative Reasoning - Engineering Science,common_core,RC_MATH_QUANT,4,1,MAT 206,,The 2026-2027 Engineering Science degree map assigns MAT 206 to this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/engineering-science/
BMCC,ESC_AS,ESC_AS_LIFE_PHYSICAL,Life and Physical Sciences - Engineering Science,common_core,RC_LIFE_PHYSICAL,4,1,CHE 201,,Engineering Science requires CHE 201 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/engineering-science/
BMCC,ESC_AS,ESC_AS_SCI_METHODS,Scientific World methods course - Engineering Science,flexible_core,FC_SCIENTIFIC_WORLD,4,1,SCI 120|SCI 121,,Engineering Science requires CHE 202 plus SCI 120 or SCI 121 in Scientific World.,https://www.bmcc.cuny.edu/academics/departments/science/engineering-science/
BMCC,FSC_AS,FSC_AS_MATH_QUANT,Mathematical and Quantitative Reasoning - Science for Forensics,common_core,RC_MATH_QUANT,4,1,MAT 206|MAT 301,,Science for Forensics permits MAT 206 or MAT 301 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/science-for-forensics/
BMCC,FSC_AS,FSC_AS_LIFE_PHYSICAL,Life and Physical Sciences - Science for Forensics,common_core,RC_LIFE_PHYSICAL,5,1,CHE 230,,Science for Forensics requires CHE 230 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/science-for-forensics/
BMCC,SCI_AS,SCI_AS_MATH_QUANT,Mathematical and Quantitative Reasoning - Science,common_core,RC_MATH_QUANT,4,1,MAT 206,,Science requires MAT 206 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,SCI_AS,SCI_AS_LIFE_PHYSICAL,Life and Physical Sciences - Science sequences,common_core,RC_LIFE_PHYSICAL,4,1,BIO 210|CHE 201|PHY 210|PHY 215,,Science requires the first course from an approved introductory science sequence.,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,SCI_AS,SCI_AS_SCIENTIFIC_WORLD,Scientific World - Science sequences,flexible_core,FC_SCIENTIFIC_WORLD,4,1,BIO 220|CHE 202|PHY 220|PHY 225,,Science requires the matching second course from an approved introductory science sequence.,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,SCI_AS,SCI_AS_CREATIVE,Creative Expression - Science options,flexible_core,FC_CREATIVE,3,1,,SPE 100|SPE 102,Science requires a second Creative Expression course other than the speech course already required.,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,SHP_AS,SHP_AS_MATH_QUANT,Mathematical and Quantitative Reasoning - Science for Health,common_core,RC_MATH_QUANT,4,1,MAT 104|MAT 150|MAT 150.5,,Science for Health advises MAT 104 or MAT 150; the five-semester map also provides MAT 150.5.,https://www.bmcc.cuny.edu/academics/departments/science/science-for-health-professions/
BMCC,SHP_AS,SHP_AS_LIFE_PHYSICAL,Life and Physical Sciences - Science for Health,common_core,RC_LIFE_PHYSICAL,4,1,CHE 121,,Science for Health requires CHE 121 for this Common Core area.,https://www.bmcc.cuny.edu/academics/departments/science/science-for-health-professions/
BMCC,PSY_AA,PSY_GEN_MATH_QUANT,Mathematical and Quantitative Reasoning - Psychology General,common_core,RC_MATH_QUANT,4,1,MAT 150|MAT 150.5,,The 2025-2026 General degree maps place MAT 150 or MAT 150.5 in this area.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_AA,PSY_GEN_LIFE_PHYSICAL,Life and Physical Sciences - Psychology General,common_core,RC_LIFE_PHYSICAL,4,1,BIO 111,,The 2025-2026 General degree maps place BIO 111 in this area.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_AA,PSY_GEN_CREATIVE,Additional Creative Expression - Psychology General,flexible_core,FC_CREATIVE,3,1,,SPE 100|SPE 102,The General concentration requires a second Creative Expression course other than the speech course.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_AA,PSY_GEN_INDIVIDUAL,Individual and Society - Psychology General,flexible_core,FC_INDIVIDUAL,3,1,CRT 100|PHI 100,,The General maps place CRT 100 in this area and identify PHI 100 as its alternate.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_STEM_AA,PSY_STEM_MATH_QUANT,Mathematical and Quantitative Reasoning - Psychology STEM,common_core,RC_MATH_QUANT,4,1,MAT 206|MAT 206.5,,The STEM maps use MAT 206 in the four-semester path and MAT 206.5 in the five-semester path.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_STEM_AA,PSY_STEM_LIFE_PHYSICAL,Life and Physical Sciences - Psychology STEM,common_core,RC_LIFE_PHYSICAL,4,1,BIO 210,,BIO 210 satisfies the STEM concentration Life and Physical Sciences area.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_STEM_AA,PSY_STEM_CREATIVE,Creative Expression - Psychology STEM,flexible_core,FC_CREATIVE,3,1,SPE 100|SPE 102,,SPE 100 or SPE 102 satisfies Creative Expression for the STEM concentration.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,PSY_STEM_AA,PSY_STEM_INDIVIDUAL,Individual and Society - Psychology STEM,flexible_core,FC_INDIVIDUAL,3,1,PHI 125,,The STEM maps place PHI 125 in Individual and Society.,https://www.bmcc.cuny.edu/academics/departments/social-sciences/psychology/
BMCC,DS_AS,DS_AS_MATH_QUANT,Mathematical and Quantitative Reasoning - Data Science,common_core,RC_MATH_QUANT,4,1,MAT 206|MAT 206.5,,Data Science requires MAT 206 or MAT 206.5.,https://www.bmcc.cuny.edu/academics/departments/math/data-science/,
BMCC,CS,CS_MATH_QUANT,Mathematical and Quantitative Reasoning - Computer Science,common_core,RC_MATH_QUANT,4,1,MAT 206,,Computer Science places MAT 206 in Common Core before the required MAT 301 and MAT 302 sequence.,https://www.bmcc.cuny.edu/academics/departments/cis/computer-science/,
